CAPSCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
45100;ROIC82000Q;ROAA82002N;ROVIGO 1;VIA MARCHI-COMMENDA EST-ROVIGO-;ROVIGO;SCUOLA INFANZIA;ROIC82000Q@istruzione.it;VIA MARCHI;ROVIGO;VENETO;www.icrovigo1.it;11.8004095;45.0771473
35143;PDMM25500L;PDCT708005;CPIA DI PADOVA;CTP DI PADOVA (EX IC 11  VIVALDI);PADOVA;CENTRO TERRITORIALE;PDMM25500L@istruzione.it;VIA MONTE SANTO 24;PADOVA;VENETO;Non Disponibile;11.86126;45.39039
35023;PDIC82200E;PDEE82205R;DI TRIBANO;BAGNOLI DI SOPRA - G. UNGARETTI;BAGNOLI DI SOPRA;SCUOLA PRIMARIA;PDIC82200E@istruzione.it;VIA S. PELLICO 2;PADOVA;VENETO;www.ictribano.gov.it;11.885771;45.187739
30173;VEIS02300L;VEIS02300L;I.I.S. BRUNO-FRANCHETTI;I.I.S. BRUNO-FRANCHETTI;VENEZIA;ISTITUTO SUPERIORE;VEIS02300L@istruzione.it;VIA BAGLIONI  N. 26;VENEZIA;VENETO;www.itisdavinci.it;12.2581138;45.4960387
35034;PDIC85700D;PDIC85700D;ISTITUTO COMPRENSIVO LOZZO A.;ISTITUTO COMPRENSIVO LOZZO A.;LOZZO ATESTINO;ISTITUTO COMPRENSIVO;PDIC85700D@istruzione.it;VIA GUIDO NEGRI N. 3;PADOVA;VENETO;Non Disponibile;11.628867;45.286671
37012;VRIC81300D;VRIC81300D;IC BUSSOLENGO;IC BUSSOLENGO;BUSSOLENGO;ISTITUTO COMPRENSIVO;VRIC81300D@istruzione.it;VIA CARLO ALBERTO DALLA CHIESA 13;VERONA;VENETO;Non Disponibile;10.846687;45.466318
36016;VIIC88300B;VIEE88302E;IC THIENE;THIENE -  C. COLLODI;THIENE;SCUOLA PRIMARIA;VIIC88300B@istruzione.it;VIA LOMBARDIA 34;VICENZA;VENETO;WWW.ICTHIENE.GOV;11.4677336;45.705645
36060;VIIC84400R;VIEE844042;IC LUSIANA  POZZA;DANTE ALIGHIERI;LUSIANA;SCUOLA PRIMARIA;VIIC84400R@istruzione.it;VIA PIAZZETTA;VICENZA;VENETO;www.iclusiana.gov.it;11.593322;45.7925605
30032;VEIC86400P;VEEE86403V;I.C. ALVISE PISANI;ITALIA K2;FIESSO D'ARTICO;SCUOLA PRIMARIA;VEIC86400P@istruzione.it;VIA BOTTE;VENEZIA;VENETO;www.ICALVISEPISANI.IT;12.0288466;45.4195536
30172;VEIC87200N;VEEE87202R;I.C. C. GIULIO  CESARE;SILVIO PELLICO-ALTOBELLO;VENEZIA;SCUOLA PRIMARIA;VEIC87200N@istruzione.it;VIA P.KOLBE;VENEZIA;VENETO;www.scuolagiuliocesare.net/;12.2445713;45.4840891
31055;TVIC82600X;TVEE826056;IC QUINTO DI TREVISO;S. PIO X;QUINTO DI TREVISO;SCUOLA PRIMARIA;TVIC82600X@istruzione.it;VIA G. MARCONI 31;TREVISO;VENETO;www.icquintotv.gov.it;12.1642333;45.6359713
35020;PDIC87000X;PDMM870011;ISTITUTO COMPRENSIVO CODEVIGO;SC. SECONDARIA DI ARZERGRANDE;ARZERGRANDE;SCUOLA PRIMO GRADO;PDIC87000X@istruzione.it;VIA  ROMA 67;PADOVA;VENETO;www.istitutocomprensivodicodevigo.gov.it;11.9956693;45.2958639
31015;TVIC86600A;TVIC86600A;IC CONEGLIANO 3 A BRUSTOLON;IC CONEGLIANO 3 A BRUSTOLON;CONEGLIANO;ISTITUTO COMPRENSIVO;TVIC86600A@istruzione.it;L. EINAUDI 77;TREVISO;VENETO;Non Disponibile;12.2742161;45.8717944
30031;VETD06000R;VETD06000R;MARIA LAZZARI;MARIA LAZZARI;DOLO;ISTITUTO TECNICO COMMERCIALE;VETD06000R@istruzione.it;VIA CURZIO FRASIO N.  27;VENEZIA;VENETO;www.itcslazzari.it;12.0836294;45.4289906
37047;VRIS00400V;VRIS00400V;M.O. LUCIANO DAL CERO;M.O. LUCIANO DAL CERO;SAN BONIFACIO;ISTITUTO SUPERIORE;VRIS00400V@istruzione.it;VIA        FIUME     28/BIS;VERONA;VENETO;Non Disponibile;11.2818138;45.3999234
37039;VRIC860003;VRAA86001X;IC TREGNAGO - BADIA CALAVENA;TREGNAGO CAPOLUOGO;TREGNAGO;SCUOLA INFANZIA;VRIC860003@istruzione.it;VIA FRACANZANA;VERONA;VENETO;istruzionetregnago.it;11.1634709;45.5138457
37040;VRIC8AA00T;VRMM8AA01V;IC 02 SAN BONIFACIO;ARCOLE;ARCOLE;SCUOLA PRIMO GRADO;VRIC8AA00T@istruzione.it;VIA        VENEZIA;VERONA;VENETO;www.ic2san bonifacio.it;11.2923456;45.3584006
31029;TVSD01000A;TVSD01000A;LICEO ARTISTICO BRUNO MUNARI;LICEO ARTISTICO BRUNO MUNARI;VITTORIO VENETO;ISTITUTO D'ARTE;TVSD01000A@istruzione.it;VIA GANDHI 14;TREVISO;VENETO;www.liceoartisticomunari.gov.it;12.3013008;45.9915326
37010;VRIC85000C;VRMM85001D;IC S.AMBROGIO V.P;SANT'AMBROGIO V.P.D.ALIGHIERI;SANT'AMBROGIO DI VALPOLICELLA;SCUOLA PRIMO GRADO;VRIC85000C@istruzione.it;VIA        GROLA;VERONA;VENETO;www.icsantambrogio.it;10.8269743;45.5207856
37138;VRIC878008;VREE87802B;STADIO - BORGO  MILANO;MONSIGNOR CHIOT;VERONA;SCUOLA PRIMARIA;VRIC878008@istruzione.it;VIA A.DI CAMBIO 17;VERONA;VENETO;www.icstadioborgomilano.gov.it;10.9685596;45.4323769
31046;TVIC88400X;TVAA88402T;IC ODERZO;SCUOLA INFANZIA;ODERZO;SCUOLA INFANZIA;TVIC88400X@istruzione.it;VIA CHIESA   9;TREVISO;VENETO;www.icoderzo.gov.it;12.4668765;45.7629081
36040;VIIC826007;VIEE82602A;IC G.TOALDO - MONTEGALDA;GRISIGNANO - CAP.;GRISIGNANO DI ZOCCO;SCUOLA PRIMARIA;VIIC826007@istruzione.it;VIA G. LEOPARDI 23;VICENZA;VENETO;www.icsmontegalda.gov.it;11.6960707;45.4742768
31016;TVIC825004;TVAA825011;IC CORDIGNANO I. NIEVO;PONTE DELLA MUDA;CORDIGNANO;SCUOLA INFANZIA;TVIC825004@istruzione.it;STRADA DEI MASUT 14;TREVISO;VENETO;www.iccordignano.it;12.4350371;45.9437252
30016;VEIC804003;VEEE804026;GABRIELE D'ANNUNZIO;EMILIO SALGARI;IESOLO;SCUOLA PRIMARIA;VEIC804003@istruzione.it;VIALE DEL BERSAGLIERE 10;VENEZIA;VENETO;www.icgabrieledannunzio.it;12.6300037;45.5032456
30038;VEIC861007;VEIC861007;I.C. MARGHERITA HACK;I.C. MARGHERITA HACK;SPINEA;ISTITUTO COMPRENSIVO;VEIC861007@istruzione.it;VIA FREGENE 15;VENEZIA;VENETO;Non Disponibile;12.1546492;45.4883228
32100;BLIC830007;BLAA830025;IC  3 BELLUNO;SCUOLA MATERNA VISOME;BELLUNO;SCUOLA INFANZIA;BLIC830007@istruzione.it;VIA VISOME N. 3;BELLUNO;VENETO;www.ic3belluno.it;12.1985046;46.1110267
36061;VIIC88100Q;VIMM88101R;IC 3  BASSANO DEL GRAPPA;SMSBELLAVITIS BASSANO DEL GR.;BASSANO DEL GRAPPA;SCUOLA PRIMO GRADO;VIIC88100Q@istruzione.it;VIA COLOMBARE 4;VICENZA;VENETO;www.ic3bassano.it;11.72705;45.76977
36072;VIIC87800X;VIAA87802T;IC A.FAEDO  CHIAMPO;SCUOLA DELL' INFANZIA F.CORRADI;CHIAMPO;SCUOLA INFANZIA;VIIC87800X@istruzione.it;VIA FOGAZZARO;VICENZA;VENETO;www.icchiampo.gov.it;11.2659011;45.5573673
36045;VIIC818008;VIEE81801A;IC LONIGO    RIDOLFI;LONIGO - ALMISANO;LONIGO;SCUOLA PRIMARIA;VIIC818008@istruzione.it;VIA CHIESA;VICENZA;VENETO;www.icridolfi.gov.it;11.3728143;45.4202285
30028;VEIC832007;VEEE83204C;I.C. S.MICHELE AL TAGLIAMENTO;G PASCOLI-CESAROLO;SAN MICHELE AL TAGLIAMENTO;SCUOLA PRIMARIA;VEIC832007@istruzione.it;VIA MATTEOTTI 1;VENEZIA;VENETO;www.icsanmichele.gov.it;13.013331;45.716523
35043;PDIC874007;PDAA874047;DI MONSELICE ZANELLATO;MONSELICE LOC. MARENDOLE;MONSELICE;SCUOLA INFANZIA;PDIC874007@istruzione.it;VIA MONTE FIORIN 1;PADOVA;VENETO;www.zanellato-ics.it;11.7257562;45.2288511
32020;BLIC82600G;BLEE82603Q;IC CENCENIGHE AGORDINO;PADRE FELICE CAPPELLO FALCADE;FALCADE;SCUOLA PRIMARIA;BLIC82600G@istruzione.it;VIA MARMOLADA;BELLUNO;VENETO;www.iccencenighe.it;11.9459772;46.4258762
31028;TVIC83600E;TVMM83601G;IC VAZZOLA;SMS CADORIN VAZZOLA (I.C.);VAZZOLA;SCUOLA PRIMO GRADO;TVIC83600E@istruzione.it;VIA       NARDI   30;TREVISO;VENETO;www.istitutocomprensivovazzola.it;12.3745698;45.8368396
37042;VRIC85300X;VRIC85300X;IC CALDIERO;IC CALDIERO;CALDIERO;ISTITUTO COMPRENSIVO;VRIC85300X@istruzione.it;VIA        CONTI DA PRATO      9;VERONA;VENETO;Non Disponibile;11.180757;45.413047
36054;VIIC856003;VIMM856025;IC MONTEBELLO VICENTINO;SMS  MONTEBELLO VICENTINO;MONTEBELLO VICENTINO;SCUOLA PRIMO GRADO;VIIC856003@istruzione.it;VIA  G. GENTILE 7;VICENZA;VENETO;www.ic-montebello.gov.it;11.4426674;45.4749646
35030;PDIC89300L;PDAA89306P;ESTE - G.PASCOLI;BEATA IMELDA;BAONE;SCUOLA INFANZIA;PDIC89300L@istruzione.it;VIA MONTE GULA 3;PADOVA;VENETO;www.ic-este.it;11.6859258;45.2435863
35042;PDIS026002;PDRI02601N;I.I.S. EUGANEO - ESTE;I.P.I. A.(S.A.EUGANEO) ESTE;ESTE;IST PROF INDUSTRIA E ARTIGIANATO;PDIS026002@istruzione.it;VIA RESTARA 2;PADOVA;VENETO;www.iiseuganeo.it;11.6582777;45.2245695
37067;VRIC865006;VRAA865068;IC VALEGGIO SUL MINCIO;GASILDA POLI;VALEGGIO SUL MINCIO;SCUOLA INFANZIA;VRIC865006@istruzione.it;VIA  AGIDE DAL BUE;VERONA;VENETO;www.icvaleggio.gov.it;10.7232393;45.4023135
31033;TVRH01000N;TVRH01000N;IPSSAR G. MAFFIOLI;IPSSAR G. MAFFIOLI;CASTELFRANCO VENETO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;TVRH01000N@istruzione.it;VIA VALSUGANA 74;TREVISO;VENETO;www.ipssarmaffioli.it;11.90676;45.67922
31044;TVIC87900C;TVAA87902A;IC MONTEBELLUNA 2;PILASTRONI FELTRINA;MONTEBELLUNA;SCUOLA INFANZIA;TVIC87900C@istruzione.it;PIAZZA VIENNA;TREVISO;VENETO;www.icmontebelluna2.gov.it;12.0529397;45.7750071
37131;VRIC89000V;VRIC89000V;IC VR 15 BORGO VENEZIA;IC VR 15 BORGO VENEZIA;VERONA;ISTITUTO COMPRENSIVO;VRIC89000V@istruzione.it;VIA CESARE BETTELONI21;VERONA;VENETO;Non Disponibile;11.0194968;45.4430502
37020;VRIC83200V;VREE832033;IC FUMANE - LORENZI B.;BREONIO;FUMANE;SCUOLA PRIMARIA;VRIC83200V@istruzione.it;VIALE RISORGIMENTO 4;VERONA;VENETO;www.fumanescuola.it;11.2101821;45.1996115
30029;VEIC86300V;VEAA86303T;I.C. RITA LEVI MONTALCINI;SCUOLA INFANZIA;SANTO STINO DI LIVENZA;SCUOLA INFANZIA;VEIC86300V@istruzione.it;VIA VIVALDI18;VENEZIA;VENETO;www.icsanstino.gov.it;12.6771498;45.7321665
36070;VIIC812009;VIEE81203D;IC CASTELGOMBERTO - FERMI;IC CASTELGOMBERTO-VALLE;CASTELGOMBERTO;SCUOLA PRIMARIA;VIIC812009@istruzione.it;VIA S. CECILIA;VICENZA;VENETO;www.icfermicast.it;11.4113671;45.5850534
35011;PDIC862001;PDEE862057;ISTIT. COMPR.  CAMPODARSEGO;CAMPODARSEGO-S.ANDREA;CAMPODARSEGO;SCUOLA PRIMARIA;PDIC862001@istruzione.it;VIA CALTANA 151;PADOVA;VENETO;www.scuole-statali-campodarsego.it/index.htm;11.9376357;45.4961643
35040;PDIC87700P;PDAA87701G;DI CASALE SCODOSIA SCULDASCIA;P.SCARMIGNAN;MERLARA;SCUOLA INFANZIA;PDIC87700P@istruzione.it;VIA MARCONI 118;PADOVA;VENETO;www.icsculdascia.it;11.5135591;45.2185602
35044;PDEE068002;PDEE068002;C/O EDUCANDATO SAN BENEDETTO;C/O EDUCANDATO SAN BENEDETTO;MONTAGNANA;SCUOLA PRIMARIA;PDEE068002@istruzione.it;VIA SAN BENEDETTO14;PADOVA;VENETO;Non Disponibile;11.464674;45.2348087
35016;PDIC82800D;PDAA82801A;PIAZZOLA S. BRENTA L. BELLUDI;LA GABBIANELLA;PIAZZOLA SUL BRENTA;SCUOLA INFANZIA;PDIC82800D@istruzione.it;VIA G. DOSSETTI 2/4;PADOVA;VENETO;www.comprensivobelludi.gov.it;11.825513;45.507852
30030;VEIC82100R;VEEE821031;F. E  P.  CORDENONS;ENRICO FERMI;SANTA MARIA DI SALA;SCUOLA PRIMARIA;VEIC82100R@istruzione.it;VIA CALTANA 29;VENEZIA;VENETO;www.iccordenons.it;12.0315324;45.4788524
31031;TVIC82100R;TVIC82100R;IC CAERANO DI SAN MARCO;IC CAERANO DI SAN MARCO;CAERANO DI SAN MARCO;ISTITUTO COMPRENSIVO;TVIC82100R@istruzione.it;VIA DELLA PACE 1;TREVISO;VENETO;Non Disponibile;12.002792;45.789739
31014;TVIC817005;TVEE817028;IC CAPPELLA MAGGIORE;G.PASCOLI - COLLE UMBERTO;COLLE UMBERTO;SCUOLA PRIMARIA;TVIC817005@istruzione.it;VIA GARIBALDI  8;TREVISO;VENETO;www.iccappellamaggiore.gov.it;12.3431196;45.9445095
31030;TVIC86500E;TVEE86506T;IC CRESPANO DEL GRAPPA;MONTE GRAPPA - BORSO DEL GRAPPA;BORSO DEL GRAPPA;SCUOLA PRIMARIA;TVIC86500E@istruzione.it;VIA MARTIRI DEL GRAPPAN.  24;TREVISO;VENETO;www.iccrespano.gov.it;11.7993827;45.8225757
37069;VRMM136004;VRCT70300Q;CPIA DI VERONA;C.T.P. VILLAFRANCA;VILLAFRANCA DI VERONA;CENTRO TERRITORIALE;VRMM136004@istruzione.it;CORSO VITTORIO EMANUELE 113;VERONA;VENETO;Non Disponibile;10.8456477;45.3529584
45011;ROIC81400C;ROEE81402G;ADRIA DUE;ANNA FRANK;ADRIA;SCUOLA PRIMARIA;ROIC81400C@istruzione.it;VIA RAGAZZI DEL '99 28;ROVIGO;VENETO;www.comprensivoadriadue.gov.it;12.05695;45.061239
35040;PDIC87800E;PDEE87804Q;LUIGI CHINAGLIA;URBANA-MONTESSORI;URBANA;SCUOLA PRIMARIA;PDIC87800E@istruzione.it;VIA BORGHETTO N. 6;PADOVA;VENETO;www.comprensivochinaglia.it;11.4404847;45.1887033
31030;TVIC85200C;TVEE85202G;IC SUSEGANA;MARCO POLO;SUSEGANA;SCUOLA PRIMARIA;TVIC85200C@istruzione.it;VIA MERCATELLI;TREVISO;VENETO;www.icsusegana.it;12.2079652;45.8361697
37045;VRIC89700N;VRAA89701E;IC 02 LEGNAGO;DON GALVANI  CANOVE;LEGNAGO;SCUOLA INFANZIA;VRIC89700N@istruzione.it;PIAZZA DON GALVANI;VERONA;VENETO;www.legnago2.gov.it;11.352623;45.1900257
45030;ROIC82100G;ROEE82103Q;ROVIGO 2;SCUOLA DELL'AMICIZIA-MARDIMAGO;ROVIGO;SCUOLA PRIMARIA;ROIC82100G@istruzione.it;VIA DEI MILLE 412;ROVIGO;VENETO;http://www.icrovigo2.gov.it;11.8486142;45.1126864
36040;VIIC89000E;VIAA89001B;I.C.  VAL LIONA   SOSSANO;S.GERMANO DEI B.;SAN GERMANO DEI BERICI;SCUOLA INFANZIA;VIIC89000E@istruzione.it;VIA CHIESA;VICENZA;VENETO;www.icsossano.it;11.4700649;45.3802641
36016;VIIC88300B;VIAA883018;IC THIENE;THIENE  MARIA AMATORI;THIENE;SCUOLA INFANZIA;VIIC88300B@istruzione.it;VIA MONTE ORTIGARA;VICENZA;VENETO;WWW.ICTHIENE.GOV;11.4846838;45.7115026
30030;VEIC80700E;VEAA80702C;DANTE ALIGHIERI;GIROTONDO;SALZANO;SCUOLA INFANZIA;VEIC80700E@istruzione.it;VIA FRUSTA N.180;VENEZIA;VENETO;www.istitutocomprensivosalzano.it;12.08555;45.53596
31046;TVIS00600V;TVIS00600V;IS A.V.OBICI;IS A.V.OBICI;ODERZO;ISTITUTO SUPERIORE;TVIS00600V@istruzione.it;STADIO2/A;TREVISO;VENETO;Non Disponibile;12.4872539;45.7875417
30020;VEIC85800B;VEEE85805N;I.C. GIOVANNI PASCOLI;DANTE ALIGHIERI;PORTOGRUARO;SCUOLA PRIMARIA;VEIC85800B@istruzione.it;VIA FORNACE N. 34;VENEZIA;VENETO;www.icpascoliportogruaro.it;12.3144549;45.5594443
32030;BLIC807006;BLIC807006;IC  CESIOMAGGIORE D.ALIGHIERI;IC  CESIOMAGGIORE D.ALIGHIERI;CESIOMAGGIORE;ISTITUTO COMPRENSIVO;BLIC807006@istruzione.it;VIA GREI 7;BELLUNO;VENETO;Non Disponibile;11.9860954;46.0858936
36030;VIIC80800N;VIMM80802Q;IC CISCATO MALO;SMS MONTE DI MALO;MONTE DI MALO;SCUOLA PRIMO GRADO;VIIC80800N@istruzione.it;VIA EUROPA 15;VICENZA;VENETO;www.ciscato.gov.it;11.3603364;45.6607286
36071;VIIS00200V;VITD00251E;IS   LEONARDO DA VINCI;I.T.C. DA VINCI (SERALE);ARZIGNANO;ISTITUTO TECNICO COMMERCIALE;VIIS00200V@istruzione.it;VIA FORTIS 3;VICENZA;VENETO;www.liceoarzignano.it;11.3517119;45.515977
30026;VEIC85800B;VEIC85800B;I.C. GIOVANNI PASCOLI;I.C. GIOVANNI PASCOLI;PORTOGRUARO;ISTITUTO COMPRENSIVO;VEIC85800B@istruzione.it;VIA CAMILLO VALLE N. 15;VENEZIA;VENETO;Non Disponibile;12.84102;45.77863
35016;PDIC82800D;PDEE82804P;PIAZZOLA S. BRENTA L. BELLUDI;L. BOTTAZZO;PIAZZOLA SUL BRENTA;SCUOLA PRIMARIA;PDIC82800D@istruzione.it;VIA MONTESSORI 1;PADOVA;VENETO;www.comprensivobelludi.gov.it;11.7530741;45.5605332
32020;BLIC82600G;BLAA82602D;IC CENCENIGHE AGORDINO;SCUOLA INFANZIA CENCENIGHE;CENCENIGHE AGORDINO;SCUOLA INFANZIA;BLIC82600G@istruzione.it;VIA XX SETTEMBRE;BELLUNO;VENETO;www.iccencenighe.it;11.969274;46.3480307
35040;PDIC87100Q;PDAA87102N;ISTITUTO COMPR. VILLA ESTENSE;MONUMENTO AI CADUTI IN GUERRA;SANT'ELENA;SCUOLA INFANZIA;PDIC87100Q@istruzione.it;VIA 28 APRILE 2;PADOVA;VENETO;www.icvillaestense.gov.it;11.711793;45.137782
31036;TVIC83100B;TVMM83101C;IC ISTRANA;SMS TONIOLO ISTRANA (I.C.);ISTRANA;SCUOLA PRIMO GRADO;TVIC83100B@istruzione.it;VIA S. PIO X 39;TREVISO;VENETO;www.iscistrana.it;12.1053163;45.6767432
31020;TVIC846005;TVAA846012;IC SAN FIOR;SCUOLA DELL'INFANZIA;SAN FIOR;SCUOLA INFANZIA;TVIC846005@istruzione.it;VIA DEGLI ALPINI 4;TREVISO;VENETO;www.icsanfior.it;12.39545;45.78292
45030;ROIC808005;ROEE80804A;POLESELLA;PAPA G. PAOLO II-PONTECCHIO POL;PONTECCHIO POLESINE;SCUOLA PRIMARIA;ROIC808005@istruzione.it;VIA ALDO MORO  61;ROVIGO;VENETO;www.icpolesella.it;11.3698403;45.0160416
35010;PDIC84300G;PDEE84303Q;ISTITUTO COMPRENS.  GRANTORTO;GAZZO PADOVANO-GROSSA;GAZZO PADOVANO;SCUOLA PRIMARIA;PDIC84300G@istruzione.it;VIA RISORGIMENTO 46;PADOVA;VENETO;www.icgrantorto.gov.it;11.7062328;45.5582579
35137;PDIS02700T;PDRC027516;I.I.S. L.DA VINCI-PADOVA;IPSC SER.(L. DA VINCI-PD);PADOVA;IST  PROF  PER I SERVIZI COMMERCIALI;PDIS02700T@istruzione.it;VIA SAN GIOVANNI DI VERDARA 36;PADOVA;VENETO;www.leodavinci.gov.it;11.86991;45.41436
31040;TVIC82800G;TVIC82800G;IC TREVIGNANO;IC TREVIGNANO;TREVIGNANO;ISTITUTO COMPRENSIVO;TVIC82800G@istruzione.it;VIA CAVOUR  8;TREVISO;VENETO;Non Disponibile;12.09505;45.74402
31030;TVIC83000G;TVEE83006V;IC ASOLO;GUGLIELMO MARCONI;CASTELCUCCO;SCUOLA PRIMARIA;TVIC83000G@istruzione.it;VIALE GIOVANNI XXIII 4;TREVISO;VENETO;www.icasolo.gov.it;12.2514287;45.6360877
37137;VRIC87700C;VRIC87700C;IC VR 05 SANTA LUCIA;IC VR 05 SANTA LUCIA;VERONA;ISTITUTO COMPRENSIVO;VRIC87700C@istruzione.it;VIA MONS. LORENZO BELLOMI 1;VERONA;VENETO;Non Disponibile;10.9517944;45.4207548
37063;VRIC86200P;VREE86203V;IC ISOLA DELLA SCALA;TARMASSIA;ISOLA DELLA SCALA;SCUOLA PRIMARIA;VRIC86200P@istruzione.it;VIA DON ANDREOLI;VERONA;VENETO;http://www.istitutocomprensivoisola.it;11.055369;45.2703498
45015;ROIC80100A;ROEE80104G;ARIANO NEL POLESINE;DANTE ALIGHIERI - CORBOLA;CORBOLA;SCUOLA PRIMARIA;ROIC80100A@istruzione.it;PIAZZA ROMA 2;ROVIGO;VENETO;www.ic-ariano-polesine.gov.it;12.07711;45.00438
37012;VRIC81300D;VREE81301G;IC BUSSOLENGO;BENI MONTRESOR;BUSSOLENGO;SCUOLA PRIMARIA;VRIC81300D@istruzione.it;VIA MARTIRI DELLE FOIBE 30;VERONA;VENETO;www.icbussolengo.gov.it;11.134696;45.4362907
37028;VRIC845001;VREE845035;IC BOSCO CHIESANUOVA;ROVERE' VERONESE;ROVERE' VERONESE;SCUOLA PRIMARIA;VRIC845001@istruzione.it;VIA G.CANTORE 8;VERONA;VENETO;www.istitutobosco.gov.it;10.848249;45.3547719
37019;VRIC83500A;VREE83502D;IC PESCHIERA DEL GARDA;PESCHIERA D.ALIGHIERI;PESCHIERA DEL GARDA;SCUOLA PRIMARIA;VRIC83500A@istruzione.it;VIA NENCIONI;VERONA;VENETO;www.icchiarle.it;10.6928457;45.4348995
45021;ROIS00700D;ROPS007021;I.I.S. PRIMO LEVI;LICEO SCIENTIFICO E.BALZAN - BADIA P.;BADIA POLESINE;LICEO SCIENTIFICO;ROIS00700D@istruzione.it;VIA MANZONI 191;ROVIGO;VENETO;www.primolevi.gov.it;11.497006;45.090072
35136;PDIS02900D;PDIS02900D;I.I.S. P.SCALCERLE-PADOVA;I.I.S. P.SCALCERLE-PADOVA;PADOVA;ISTITUTO SUPERIORE;PDIS02900D@istruzione.it;VIA DELLE CAVE174;PADOVA;VENETO;Non Disponibile;11.83768;45.4
36015;VIIC855007;VIEE85504C;I.C.  A. FUSINATO SCHIO;SCHIO-MARCONI;SCHIO;SCUOLA PRIMARIA;VIIC855007@istruzione.it;VIA MARASCHIN5;VICENZA;VENETO;www.icfusinato.gov.it;11.354579;45.711506
32100;BLIC830007;BLEE83002A;IC  3 BELLUNO;BRUSTOLON BADILET;BELLUNO;SCUOLA PRIMARIA;BLIC830007@istruzione.it;VIA CIRVOI N. 11/A;BELLUNO;VENETO;www.ic3belluno.it;12.23963;46.11068
45011;ROIC81400C;ROEE81403L;ADRIA DUE;LEONARDO DA VINCI;ADRIA;SCUOLA PRIMARIA;ROIC81400C@istruzione.it;VIA CENGIARETTO 86;ROVIGO;VENETO;www.comprensivoadriadue.gov.it;12.04839;45.05416
35010;PDIC86400L;PDEE86405V;DI VILLAFRANCA PADOVANA;MONTESSORI;CAMPODORO;SCUOLA PRIMARIA;PDIC86400L@istruzione.it;VIA MUNICIPIO N.22;PADOVA;VENETO;www.icvillafranca.it;11.7500154;45.4938334
32030;BLIC82000L;BLMM82002P;IC FONZASO;PASQUALE SEBBEN FONZASO;FONZASO;SCUOLA PRIMO GRADO;BLIC82000L@istruzione.it;VIA DANTE 11;BELLUNO;VENETO;www.istitutocomprensivofonzaso.it;11.8019;46.01582
31049;TVIC882008;TVIC882008;IC VALDOBBIADENE;IC VALDOBBIADENE;VALDOBBIADENE;ISTITUTO COMPRENSIVO;TVIC882008@istruzione.it;VIA ARCANE  2;TREVISO;VENETO;Non Disponibile;12.0027057;45.9007332
37045;VRIC89800D;VRMM89801E;IC 01 LEGNAGO;LEGNAGO FRATTINI-BARBIERI;LEGNAGO;SCUOLA PRIMO GRADO;VRIC89800D@istruzione.it;VIA        XX SETTEMBRE        39;VERONA;VENETO;www.legnago1.gov.it;11.3091097;45.1914104
35030;PDIC867004;PDEE867027;ISTIT. COMPR.  BATTAGLIA TERME;LEONARDO_DA VINCI;GALZIGNANO;SCUOLA PRIMARIA;PDIC867004@istruzione.it;VIA SAGGINI N. 1;PADOVA;VENETO;www.icbattagliaterme.gov.it;11.7268;45.30929
31040;TVIC83700A;TVEE83702D;IC GIAVERA DEL MONTELLO;FRANCESCO BARACCA;GIAVERA DEL MONTELLO;SCUOLA PRIMARIA;TVIC83700A@istruzione.it;VIA NOGARIOLE 1;TREVISO;VENETO;www.icgiavera.it;12.1882079;45.7793668
30173;VEIC83400V;VEEE834055;I.C. ILARIA ALPI;RENATO FUCINI;VENEZIA;SCUOLA PRIMARIA;VEIC83400V@istruzione.it;VIA GOBBI 13;VENEZIA;VENETO;www.icilariaalpifavaro.it;12.2831653;45.503602
30030;VEIC83700A;VEIC83700A;I.C. S. - G.MATTEOTTI - MAERNE;I.C. S. - G.MATTEOTTI - MAERNE;MARTELLAGO;ISTITUTO COMPRENSIVO;VEIC83700A@istruzione.it;VIA MANZONI 11;VENEZIA;VENETO;Non Disponibile;12.1578341;45.5223928
35013;PDIS01300X;PDIS01300X;IIS T.LUCREZIO CARO-CITTADELLA;IIS T.LUCREZIO CARO-CITTADELLA;CITTADELLA;ISTITUTO SUPERIORE;PDIS01300X@istruzione.it;VIA ALFIERI58;PADOVA;VENETO;Non Disponibile;11.7780281;45.6441508
31010;TVIC825004;TVEE825038;IC CORDIGNANO I. NIEVO;G. SCARABELLOTTO ORSAGO;ORSAGO;SCUOLA PRIMARIA;TVIC825004@istruzione.it;VIA DON MILANI 4;TREVISO;VENETO;www.iccordignano.it;12.423315;45.927643
36022;VIIC85800P;VIMM85801Q;IC CASSOLA -  MARCONI;SC. SEC.  I GR.  G.MARCONI ;CASSOLA;SCUOLA PRIMO GRADO;VIIC85800P@istruzione.it;PIAZZA   MORO;VICENZA;VENETO;www comprensivocassola.gov.it;11.7988305;45.7329479
